


Config File: 			config01.txt
Eye Shape Input: 		eye.csv
Lens Shape Input: 		lens.csv
Thinkness Profile Input: 	tau01.csv

Grid: 				115x115
Young's Modulus: 		1.000000e+06
Poisson's 			0.4
Contact Radius(cm): 		1
Eye Radius(cm): 		2
Eye Depth(cm: 			1
Delta(cm): 			1.000000e-15

1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
0.999999,
0.999999,
0.999999,
0.999998,
0.999997,
0.999996,
0.999994,
0.999992,
0.99999,
0.999986,
0.999982,
0.999976,
0.999969,
0.99996,
0.999948,
0.999934,
0.999916,
0.999893,
0.999866,
0.999832,
0.99979,
0.99974,
0.999679,
0.999606,
0.999517,
0.999411,
0.999285,
0.999135,
0.998958,
0.998748,
0.998501,
0.99821,
0.99787,
0.997473,
0.997011,
0.996473,
0.995851,
0.995131,
0.9943,
0.993344,
0.992247,
0.990988,
0.989549,
0.987907,
0.986035,
0.983907,
0.981491,
0.978754,
0.975657,
0.97216,
0.968218,
0.963779,
0.95879,
0.953192,
0.946917,
0.939896,
0.93205,
0.923293,
0.913534,
0.902671,
0.890595,
0.877187,
0.862318,
0.845847,
0.827624,
0.807485,
0.785252,
0.760734,
0.733725,
0.704003,
0.671327,
0.63544,
0.596064,
0.552901,
0.505631,
0.453909,
0.397366,
0.335609,
0.268213,
0.194724,
0.11466,
0.0275005,
-0.0673065,
-0.170352,
-0.282267,
-0.403723,
-0.535436,
-0.67817,
-0.832737,
-1,
