0,
-0.00259123,
-0.00518321,
-0.0077752,
-0.0103661,
-0.0129549,
-0.0155409,
-0.0181229,
-0.0206997,
-0.0232701,
-0.0258328,
-0.0283865,
-0.0309299,
-0.0334614,
-0.0359794,
-0.0384823,
-0.0409683,
-0.0434356,
-0.0458822,
-0.048306,
-0.050705,
-0.053077,
-0.0554199,
-0.0577315,
-0.0600096,
-0.0622519,
-0.0644563,
-0.0666206,
-0.0687424,
-0.0708196,
-0.07285,
-0.0748314,
-0.0767617,
-0.0786388,
-0.0804608,
-0.0822256,
-0.0839314,
-0.0855764,
-0.087159,
-0.0886774,
-0.0901302,
-0.0915159,
-0.0928332,
-0.0940807,
-0.0952574,
-0.0963622,
-0.0973942,
-0.0983524,
-0.0992362,
-0.100045,
-0.100778,
-0.101435,
-0.102015,
-0.102519,
-0.102945,
-0.103294,
-0.103566,
-0.103761,
-0.103879,
-0.103919,
-0.103883,
-0.10377,
-0.10358,
-0.103315,
-0.102974,
-0.102558,
-0.102067,
-0.101502,
-0.100863,
-0.100151,
-0.0993665,
-0.0985101,
-0.0975823,
-0.096584,
-0.0955156,
-0.0943779,
-0.0931716,
-0.0918973,
-0.0905558,
-0.0891478,
-0.0876739,
-0.086135,
-0.0845317,
-0.0828647,
-0.0811348,
-0.0793427,
-0.0774891,
-0.0755746,
-0.0736001,
-0.0715662,
-0.0694737,
-0.0673231,
-0.0651153,
-0.0628509,
-0.0605305,
-0.0581548,
-0.0557246,
-0.0532404,
-0.0507029,
-0.0481128,
-0.0454706,
-0.042777,
-0.0400327,
-0.0372381,
-0.034394,
-0.0315009,
-0.0285594,
-0.02557,
-0.0225334,
-0.0194501,
-0.0163207,
-0.0131456,
-0.00992552,
-0.00666086,
-0.00335219,
0,
