0,
0.00862622,
0.0172524,
0.0258606,
0.0344668,
0.0430758,
0.0516909,
0.0603151,
0.0689513,
0.0776019,
0.0862696,
0.0949566,
0.103665,
0.112398,
0.121157,
0.129945,
0.138763,
0.147614,
0.156499,
0.165421,
0.174382,
0.183383,
0.192426,
0.201514,
0.210647,
0.219829,
0.229059,
0.238341,
0.247674,
0.257062,
0.266506,
0.276006,
0.285565,
0.295183,
0.304862,
0.314604,
0.324409,
0.334279,
0.344214,
0.354216,
0.364286,
0.374425,
0.384634,
0.394914,
0.405265,
0.415689,
0.426186,
0.436757,
0.447403,
0.458125,
0.468923,
0.479797,
0.490749,
0.50178,
0.512888,
0.524076,
0.535344,
0.546691,
0.55812,
0.569629,
0.581219,
0.592892,
0.604646,
0.616483,
0.628402,
0.640405,
0.652491,
0.664661,
0.676914,
0.689252,
0.701674,
0.71418,
0.726771,
0.739448,
0.752209,
0.765056,
0.777988,
0.791007,
0.804111,
0.817301,
0.830578,
0.843941,
0.857391,
0.870928,
0.884553,
0.898264,
0.912064,
0.925951,
0.939927,
0.953992,
0.968145,
0.982388,
0.99672,
1.01114,
1.02566,
1.04026,
1.05496,
1.06974,
1.08462,
1.0996,
1.11466,
1.12983,
1.14508,
1.16044,
1.17589,
1.19144,
1.20708,
1.22283,
1.23868,
1.25463,
1.27068,
1.28684,
1.3031,
1.31947,
1.33595,
1.35254,
